headline,snippet,web_url,lead_paragraph
"{u'main': u'Canada Takes Steps to Ban Most Plastic Baby Bottles', u'print_headline': u'Canada Takes Steps to Ban Most Plastic Baby Bottles'}","The move to ban polycarbonate infant bottles is the first action taken by any government against bisphenol-a, a chemical that has induced long-term changes in animals exposed to it....",https://www.nytimes.com/2008/04/19/business/worldbusiness/19plastic.html,"The move to ban polycarbonate infant bottles is the first action taken by any government against bisphenol-a, a chemical that has induced long-term changes in animals exposed to it."
"{u'seo': u'Canada Declares BPA to Be Toxic', u'main': u'Canada Declares BPA, a Chemical in Plastics, to Be Toxic', u'print_headline': u'Canada Declares BPA, a Chemical in Plastics, to Be Toxic'}","Various groups disagree on the harmfulness of the compound, bisphenol A, which is already banned from use in baby bottles....",https://www.nytimes.com/2010/10/14/world/americas/14bpa.html,"Various groups disagree on the harmfulness of the compound, bisphenol A, which is already banned from use in baby bottles."
"{u'main': u'Canada Declares BPA, a Chemical in Plastics, to Be Toxic'}","OTTAWA -- The government of Canada formally declared bisphenol A, a chemical widely used to create clear, hard plastics, as well as food can liners, to be a toxic substance on Wednesday.      The compound, commonly known as BPA, has been shown to ...",https://query.nytimes.com/gst/fullpage.html?res=9907E4DA103EF937A25753C1A9669D8B63,"OTTAWA -- The government of Canada formally declared bisphenol A, a chemical widely used to create clear, hard plastics, as well as food can liners, to be a toxic substance on Wednesday. The compound, commonly known as BPA, has been shown to disrupt the hormone systems of animals and is under review in the United States and Europe."
"{u'main': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources', u'print_headline': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources'}","Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week....",https://www.nytimes.com/reuters/2016/10/03/business/03reuters-canada-petronas-lng.html,"Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week."
"{u'main': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources', u'print_headline': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources'}","Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week....",https://www.nytimes.com/reuters/2016/09/30/business/30reuters-canada-petronas-lng.html,"Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week."
"{u'main': u'Chinese Plead for Canada to Let Them Immigrate', u'print_headline': u'Chinese Plead for Canada to Let Them Immigrate'}",Chinese millionaires on Tuesday pleaded for the Canadian government not to throw away the immigration applications of thousands of Chinese nationals as part of its plans to end a backlogged investor program....,https://www.nytimes.com/aponline/2014/03/04/world/asia/ap-as-china-canada-immigration.html,Chinese millionaires on Tuesday pleaded for the Canadian government not to throw away the immigration applications of thousands of Chinese nationals as part of its plans to end a backlogged investor program.
{u'main': u'CANADA INCREASES WASHINGTON LOBBY EFFORTS'},"The Canadian Government, concerned about recent American decisions on environmental, energy and commercial issues, has increased its lobbying effort here with members of Congress.   In the remainder of this legislative session Congress will act on...",https://www.nytimes.com/1982/05/27/world/canada-increases-washington-lobby-efforts.html,"The Canadian Government, concerned about recent American decisions on environmental, energy and commercial issues, has increased its lobbying effort here with members of Congress. In the remainder of this legislative session Congress will act on several issues of interest to Canada, including revisions to the Clean Air Act and proposals to respond to Canada's National Energy Policy. In the past, Canada has relied upon the State Department and the White House to convey its views to Capitol Hill. After the Senate's refusal to approve the Atlantic fisheries treaty, however, the Canadian Government has decided to convey its views itself."
"{u'main': u'Judges OK Sale of Railroad in Canada Disaster', u'print_headline': u'Judges OK Sale of Railroad in Canada Disaster'}","Judges in the U.S. and in Canada on Thursday approved the sale of a Maine-based railroad that went bankrupt after one of its trains derailed in Canada, setting off an explosion and fire that killed 47 people....",https://www.nytimes.com/aponline/2014/01/23/us/ap-us-oil-train-derailment-maine.html,"Judges in the U.S. and in Canada on Thursday approved the sale of a Maine-based railroad that went bankrupt after one of its trains derailed in Canada, setting off an explosion and fire that killed 47 people."
{u'main': u'U.S. AND CANADA IN ACID-RAIN ACCORD'},"The United States and Canada agreed today to conduct a joint project to trace the flow of pollutants that cause acid rain.    The agreement, which was signed in Ottawa, addresses one of the major areas of dispute between the two countries.  It cal...",https://www.nytimes.com/1983/08/24/world/us-and-canada-in-acid-rain-accord.html,"The United States and Canada agreed today to conduct a joint project to trace the flow of pollutants that cause acid rain. The agreement, which was signed in Ottawa, addresses one of the major areas of dispute between the two countries. It calls on the two nations to monitor the flow of pollution from industrial plants in Ohio and Ontario, regarded as the prime sources of the pollution that has damaged forests on both sides of the border and killed fish and plant life in hundreds of lakes in New York's Adirondacks as well as in New England and eastern Canada."
{u'main': u'Canada Breaks With U.S. on Atom Tests; Seeks Ban Without Requiring Inspection'},"GENEVA, Sept. 6 -- Mitchell W. Sharp, Canada's External Affairs Secretary, called here today for a ban on all underground nuclear tests without the provision of on-site inspections to verify compliance....",https://query.nytimes.com/gst/abstract.html?res=9B06E0D71E3FE63ABC4F53DFBF66838A669EDE,"GENEVA, Sept. 6 -- Mitchell W. Sharp, Canada's External Affairs Secretary, called here today for a ban on all underground nuclear tests without the provision of on-site inspections to verify compliance."
"{u'main': u'US Tribes Oppose Massive Pipeline Expansion in Canada', u'print_headline': u'US Tribes Oppose Massive Pipeline Expansion in Canada'}","A proposed pipeline-expansion project in Canada will put the fishing rights and cultural heritage of U.S. tribes at risk, a lawyer representing several Washington state tribes told Canadian energy regulators....",https://www.nytimes.com/aponline/2016/01/23/us/ap-us-pipeline-expansion-northwest-tribes.html,"A proposed pipeline-expansion project in Canada will put the fishing rights and cultural heritage of U.S. tribes at risk, a lawyer representing several Washington state tribes told Canadian energy regulators."
{u'main': u'Radical Environmentalist Convicted of Gas Well Blast in Canada'},"Canada's most famous environmental radical, Wiebo A. Ludwig, went to prison today after a judge here convicted him of bombing a gas well in 1998 and encasing another wellhead in concrete.    Ruling in the heart of Canada's oil and gas country, the...",https://www.nytimes.com/2000/04/20/world/radical-environmentalist-convicted-of-gas-well-blast-in-canada.html,"Canada's most famous environmental radical, Wiebo A. Ludwig, went to prison today after a judge here convicted him of bombing a gas well in 1998 and encasing another wellhead in concrete. Ruling in the heart of Canada's oil and gas country, the provincial judge, Sterling Sanderman, also convicted Mr. Ludwig, a former evangelical pastor, of three additional explosives-related charges."
{u'main': u'Canada Today: Trump Is a Blessing and a Curse for Trudeau'},"Prime Minister Justin Trudeau faces a balancing act over the resurrected Keystone XL pipeline, and plays down the effects of possible Nafta changes for Canada....",https://www.nytimes.com/2017/01/27/world/canada/canada-today-trump-trudeau.html,"Prime Minister Justin Trudeau faces a balancing act over the resurrected Keystone XL pipeline, and plays down the effects of possible Nafta changes for Canada."
"{u'main': u'Canada Plans to Cut Emissions by 30 Percent by 2030', u'print_headline': u'Canada Plans to Cut Emissions by 30 Percent by 2030'}",Canada says it will commit to reduce its greenhouse gas emissions by 30 percent below 2005 levels by 2030 amid international efforts to create a new framework for addressing climate change....,https://www.nytimes.com/aponline/2015/05/15/world/ap-cn-canada-climate-talks.html,Canada says it will commit to reduce its greenhouse gas emissions by 30 percent below 2005 levels by 2030 amid international efforts to create a new framework for addressing climate change.
{u'main': u'CANADA ANNOUNCES PLAN TO REDUCE ITS ACID RAIN'},"The Canadian Government announced a major environmental plan today to reduce airborne emissions of sulfur and nitrogen oxides, better known as acid rain, by 50 percent in eastern Canada over the next nine years.   The program, which was announced ...",https://www.nytimes.com/1985/03/07/world/canada-announces-plan-to-reduce-its-acid-rain.html,"The Canadian Government announced a major environmental plan today to reduce airborne emissions of sulfur and nitrogen oxides, better known as acid rain, by 50 percent in eastern Canada over the next nine years. The program, which was announced by the Environment Minister, Suzanne Blais-Grenier, includes contributions totaling $109 million by 1994 to clean up Canadian smelters and the adoption in 1987 of tougher vehicle emission standards like those in the United States. The announcement at a news conference, coming just 11 days before Prime Minister Brian Mulroney meets with President Reagan in Quebec, seemed timed to strengthen Canada's case for more joint action. Mr. Mulroney said last December that acid rain would be at the top of his agenda with Mr. Reagan. However, Mrs. Blais-Grenier carefully avoided linking today's announcement to the Quebec meeting. She insisted that the program resulted from six months of work since the Mulroney Government came into office last September."
"{u'main': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources', u'print_headline': u'Petronas Weighs Sale to Exit $27 Billion Canada LNG Project: Sources'}","Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week....",https://www.nytimes.com/reuters/2016/10/01/business/01reuters-canada-petronas-lng.html,"Malaysian state oil firm Petroliam Nasional Bhd is considering selling its majority stake in a $27 billion Canadian liquefied natural gas (LNG) plant, three people familiar with the matter said this week."
{u'main': u'Canada Charts a Foreign Policy Course for Decade Stressing Independence From U.S.'},"OTTAWA, June 25 The Government declared today that Canadian foreign policy in the nineteen-seventies must diligently pursue national aims and interests, including the protection of Canada's independence and cultural identity when dealing with the ...",https://query.nytimes.com/gst/abstract.html?res=9800E3DD1539E63BBC4E51DFB066838B669EDE,"OTTAWA, June 25 The Government declared today that Canadian foreign policy in the nineteen-seventies must diligently pursue national aims and interests, including the protection of Canada's independence and cultural identity when dealing with the United States."
"{u'main': u'Canada Beckons International Students With a Path to Citizenship', u'print_headline': u'Offering a Path to Citizenship, Canada Beckons Foreign Students'}",Universities are welcoming students from abroad as part of a government strategy to offset the country’s aging population and slowing birthrate....,https://www.nytimes.com/2017/01/26/world/canada/international-students-canadian-citizenship.html,Universities are welcoming students from abroad as part of a government strategy to offset the country’s aging population and slowing birthrate.
"{u'main': u'Canada Tweaks Emissions Reduction Targets', u'kicker': u'Green'}","Canada has officially notified the United Nations that it intends to dial back its emissions reduction targets a bit, to match those made by the United States....",https://green.blogs.nytimes.com/2010/02/02/canada-tweaks-emissions-reduction-targets/,"In a pledge made as part of the Copenhagen Accord, Canada has officially notified the United Nations that it intends to establish national greenhouse gas emission targets that precisely correspond with the United States' goal of a 17 percent reduction from 2005 levels by 2020."
"{u'main': u'Two Canada Liberal MPs Suspended on Personal Misconduct Allegations', u'print_headline': u'Two Canada Liberal MPs Suspended on Personal Misconduct Allegations'}",Canada's opposition Liberal Party kicked two members of Parliament out of caucus on Wednesday following separate allegations of personal misconduct in the workplace....,https://www.nytimes.com/reuters/2014/11/05/world/americas/05reuters-canada-politics.html,Canada's opposition Liberal Party kicked two members of Parliament out of caucus on Wednesday following separate allegations of personal misconduct in the workplace.
{u'main': u'Oil Port at Kitimat Barred by Canada; OIL PORT AT KITIMAT IS BARRED BY CANADA'},"OTTAWA, Feb. 23--The Canadian Government, in a surprise decision killed today a proposal for a major oil port at Kitimat, British Columbia, for the storage of Alaskan oil to be piped to American refineries in the Middle Western states....",https://query.nytimes.com/gst/abstract.html?res=9504E7DA1530E632A25757C2A9649C946990D6CF,"OTTAWA, Feb. 23--The Canadian Government, in a surprise decision killed today a proposal for a major oil port at Kitimat, British Columbia, for the storage of Alaskan oil to be piped to American refineries in the Middle Western states."
"{u'main': u'EU-Canada Trade Deal Clears Legal Test Hurdle in EU Parliament', u'print_headline': u'EU-Canada Trade Deal Clears Legal Test Hurdle in EU Parliament'}",The planned EU-Canada free trade deal cleared a hurdle to its implementation next year when the European Parliament rejected a motion on Wednesday to ask the top European Union court to rule on its legality....,https://www.nytimes.com/reuters/2016/11/23/business/23reuters-eu-canada-trade.html,The planned EU-Canada free trade deal cleared a hurdle to its implementation next year when the European Parliament rejected a motion on Wednesday to ask the top European Union court to rule on its legality.
"{u'main': u'Thousands Protest Planned Trade Link-Ups With US, Canada', u'print_headline': u'Thousands Protest Planned Trade Link-Ups With US, Canada'}","Thousands of demonstrators marched at the European Union headquarters on Tuesday to protest trans-Atlantic trade talks with the United States and a planned deal with Canada, claiming they would hurt labor and consumer rights while undermining envi...",https://www.nytimes.com/aponline/2016/09/20/world/europe/ap-eu-europe-us-trade-.html,"Thousands of demonstrators marched at the European Union headquarters on Tuesday to protest trans-Atlantic trade talks with the United States and a planned deal with Canada, claiming they would hurt labor and consumer rights while undermining environmental protection."
"{u'main': u'Train Blast Kills at Least One and Forces Evacuations in Canada', u'print_headline': u'Train Blast Kills at Least One and Forces Evacuations in Canada'}","Four petroleum tankers exploded in a fireball in the center of Lac-Mégantic, Quebec, near Maine. Officials could not get close enough to determine casualties....",https://www.nytimes.com/2013/07/07/world/americas/people-missing-and-buildings-destroyed-in-canada-rail-blast.html,"Four petroleum tankers exploded in a fireball in the center of Lac-Mégantic, Quebec, near Maine. Officials could not get close enough to determine casualties."
"{u'main': u'Canada Restocking Sea Otters, A Species Long Extinct in Area', u'kicker': u'1'}","VANCOUVER, British Columbia, Sept. 6 (Reuters) -- Canada is replenishing an extinct animal species, the sea otter, because of a projected underground atomic test by the United States in the Aleutian Islands....",https://query.nytimes.com/gst/abstract.html?res=9A04E0D6103AEF3BBC4F53DFBF668382679EDE,"VANCOUVER, British Columbia, Sept. 6 (Reuters) -- Canada is replenishing an extinct animal species, the sea otter, because of a projected underground atomic test by the United States in the Aleutian Islands."
{u'main': u'UNEARNED LAURELS FOR CANADA ON ACID RAIN'},To the Editor:      It's distressing that Times columnists are susceptible to the traps set by wily propagandists. For what's a poor reader to do if he can't trust Tom Wicker?   Wicker writes in his April 24 column (''Who'll Stop the Rain?'') that...,https://www.nytimes.com/1984/05/09/opinion/l-unearned-laurels-for-canada-on-acid-rain-177294.html,"To the Editor: It's distressing that Times columnists are susceptible to the traps set by wily propagandists. For what's a poor reader to do if he can't trust Tom Wicker? Wicker writes in his April 24 column (''Who'll Stop the Rain?'') that Canada has promised to reduce sulfur dioxide emissions in an effort to reduce acid rain, but that the United States promises only more research."
"{u'main': u'European Parliament Committee Says Reject EU-Canada Trade Deal', u'print_headline': u'European Parliament Committee Says Reject EU-Canada Trade Deal'}","An EU-Canada free trade deal will destroy jobs in Europe and should be rejected, a committee of the European Parliament concluded on Thursday....",https://www.nytimes.com/reuters/2016/12/08/business/08reuters-eu-canada-trade.html,"An EU-Canada free trade deal will destroy jobs in Europe and should be rejected, a committee of the European Parliament concluded on Thursday."
"{u'main': u'Canada to Lift Visa for Mexican Visitors', u'print_headline': u'Canada to Lift Visa for Mexican Visitors'}","Prime Minister Justin Trudeau said Tuesday that Canada will lift visa requirements for Mexican visitors as of December 2016, removing a major irritant in relations between the two countries....",https://www.nytimes.com/aponline/2016/06/28/world/americas/ap-cn-canada-mexico-visas.html,"Prime Minister Justin Trudeau said Tuesday that Canada will lift visa requirements for Mexican visitors as of December 2016, removing a major irritant in relations between the two countries."
"{u'seo': u'Taseko Sell-Off Under Investigation in Canada', u'main': u'Inquiry Into Sell-Off of Taseko in Canada', u'print_headline': u'Inquiry Into Sell-Off Of Taseko In Canada'}",A Canadian securities regulator said it was investigating whether leaked information about a governmental review led to a sell-off of a mining company’s stock....,https://www.nytimes.com/2010/11/26/business/global/26mining.html,A Canadian securities regulator said it was investigating whether leaked information about a governmental review led to a sell-off of a mining company’s stock.
"{u'main': u'Exotic Animals Removed From Canada Pet Shop', u'print_headline': u'Exotic Animals Removed From Canada Pet Shop'}","Wildlife crews were preparing Thursday to remove more than a dozen animals from an exotic pet store in Canada, days after two boys were asphyxiated by an African rock python in an apartment upstairs....",https://www.nytimes.com/aponline/2013/08/08/world/ap-cn-canada-python-boys-killed.html,"Wildlife crews were preparing Thursday to remove more than a dozen animals from an exotic pet store in Canada, days after two boys were asphyxiated by an African rock python in an apartment upstairs."
{u'main': u'Canada Asks U.S. to Help Clean Up Great Lakes'},"BURLINGTON, Ontario, Nov.l 21--J. J. Greene, Canada's Minister of Energy, Mines and Resources, has challenged the United States to commit itself to join his country in cleaning up the Great Lakes....",https://query.nytimes.com/gst/abstract.html?res=9C0CE4D71E3BE433A25751C2A9679D946190D6CF,"BURLINGTON, Ontario, Nov.l 21--J. J. Greene, Canada's Minister of Energy, Mines and Resources, has challenged the United States to commit itself to join his country in cleaning up the Great Lakes."
{u'main': u'Pollution Flow In U.S.-Canada Called Mutual'},"Air pollution from factories and power plants in Canada and the United States flows both ways across the border and will get worse unless abatement efforts reflect the international nature of the problem, according to a report to be  issued on Tue...",https://www.nytimes.com/1997/11/11/world/pollution-flow-in-us-canada-called-mutual.html,"Air pollution from factories and power plants in Canada and the United States flows both ways across the border and will get worse unless abatement efforts reflect the international nature of the problem, according to a report to be issued on Tuesday. The report, by the Commission for Environmental Cooperation in Montreal, identifies two ''pollution rivers,'' or major pathways, in the eastern part of North America along which the airborne pollutants flow."
"{u'main': u'Canada to Curb Tar Sands Exports?', u'kicker': u'Green'}","Tar sands production in Canada is growing apace, but the country's prime minister, who supports the industry, wants to curb exports to countries with lackluster climate plans......",https://green.blogs.nytimes.com/2008/09/30/canada-to-curb-foreign-tar-sands-exports/,"Canada prides itself on its clean-and-green bona fides, and its ratification of the Kyoto protocol a few years back came in sharp contrast to the Bush administration's dismissal of the agreement."
"{u'main': u'EU, Canada to Sign Trade Pact Sunday', u'print_headline': u'EU, Canada to Sign Trade Pact Sunday'}",The European Union will sign a long-delayed trade pact with Canada on Sunday after a hold-out Belgian region finally endorsed the agreement....,https://www.nytimes.com/aponline/2016/10/28/world/europe/ap-eu-europe-canada-trade.html,The European Union will sign a long-delayed trade pact with Canada on Sunday after a hold-out Belgian region finally endorsed the agreement.
"{u'main': u'Northwest Lawmakers Seek Talks on River Treaty With Canada', u'print_headline': u'Northwest Lawmakers Seek Talks on River Treaty With Canada'}","The entire congressional delegation from Washington, Oregon, Idaho and Montana is demanding that the Obama administration begin negotiations with Canada to update a landmark treaty that governs the operation of dams on North America's fourth-large...",https://www.nytimes.com/aponline/2015/04/15/us/ap-us-columbia-river-treaty.html,"The entire congressional delegation from Washington, Oregon, Idaho and Montana is demanding that the Obama administration begin negotiations with Canada to update a landmark treaty that governs the operation of dams on North America's fourth-largest river."
{u'main': u'Canada Screens Fuel Imports'},LEAD: Canada announced today that it was sharply reducing entry points for fuel tankers coming from the United States and establishing a special police task force to investigate a growing scare over tainted fuel from the United States....,https://www.nytimes.com/1989/05/13/world/canada-screens-fuel-imports.html,LEAD: Canada announced today that it was sharply reducing entry points for fuel tankers coming from the United States and establishing a special police task force to investigate a growing scare over tainted fuel from the United States.
"{u'main': u'MEADOW FAVORITE; Canada Lily Is a Star Of Early Summer', u'kicker': u'1'}","BRIGHT speckled yellow-orange blossoms make the native field lily or Canada lily (Lilium canadense) one of our most charming summer wild flowers. It is found in rich meadows and marshes, or occasionally along sunny country roadsides....",https://query.nytimes.com/gst/abstract.html?res=9906E7DA143BEF3BBC4152DFB1668382649EDE,"BRIGHT speckled yellow-orange blossoms make the native field lily or Canada lily (Lilium canadense) one of our most charming summer wild flowers. It is found in rich meadows and marshes, or occasionally along sunny country roadsides."
"{u'main': u'Canada Ratifies Paris Climate Change Deal in Boost for Trudeau', u'print_headline': u'Canada Ratifies Paris Climate Change Deal in Boost for Trudeau'}","Canada's Parliament on Wednesday ratified the Paris agreement to curb climate-warming emissions, bolstering Prime Minister Justin Trudeau's bid to tackle climate change after a decade of inaction by the previous government....",https://www.nytimes.com/reuters/2016/10/05/world/americas/05reuters-climatechange-canada.html,"Canada's Parliament on Wednesday ratified the Paris agreement to curb climate-warming emissions, bolstering Prime Minister Justin Trudeau's bid to tackle climate change after a decade of inaction by the previous government."
"{u'main': u'Anglo American Kicks Off Major New Diamond Mine in Canada', u'print_headline': u'Anglo American Kicks Off Major New Diamond Mine in Canada'}","De Beers' Gahcho Kue diamond mine in Canada's Northwest Territories is expected to reach full commercial production early next year, Anglo American said on Wednesday....",https://www.nytimes.com/reuters/2016/08/03/business/03reuters-angloamerican-diamonds.html,"De Beers' Gahcho Kue diamond mine in Canada's Northwest Territories is expected to reach full commercial production early next year, Anglo American said on Wednesday."
{u'main': u'Canada No Safe Haven for Birds or Bears'},"The venerable yellow cedars near here hold one of the world's great concentrations of nesting sites for the marbled murrelet, a secretive bird equally at home in the old-growth forest and on the sea.     The robin-sized murrelet is on the endanger...",https://www.nytimes.com/1998/03/13/world/canada-no-safe-haven-for-birds-or-bears.html,"The venerable yellow cedars near here hold one of the world's great concentrations of nesting sites for the marbled murrelet, a secretive bird equally at home in the old-growth forest and on the sea. The robin-sized murrelet is on the endangered-species lists in both Canada and the United States, primarily because logging is destroying its habitat."
{u'main': u'U.S.-CANADA PACT ON NIAGARA IS SET'},"The United States and Canada agreed today to work for ''significant reductions'' in the contamination of the Niagara River by toxic chemicals.   A joint communique issued by Lee M. Thomas, Administrator of the Environmental Protection Agency, and ...",https://www.nytimes.com/1986/05/15/us/us-canada-pact-on-niagara-is-set.html,"The United States and Canada agreed today to work for ''significant reductions'' in the contamination of the Niagara River by toxic chemicals. A joint communique issued by Lee M. Thomas, Administrator of the Environmental Protection Agency, and Tom McMillan, Canada's Minister of the Environment, pledged the two nations to work toward a 50 percent reduction of some of the chemicals as a ''desirable'' target. In a separate agreement, meanwhile, Mr. McMillan and Interior Secretary Donald P. Hodel signed a plan intended to build the continent's dwindling populations of wild ducks and geese."
"{u'main': u'U.S., Canada Reach Pollution Pact; Improvements Noted'}","CHICAGO, May 31--Strengthening efforts to clean up the Great Lakes, the Environmental Protection Agency announced today a new agreement with Canada that would tighten pollution control guidelines and bring the entire Great Lakes Basin under survei...",https://query.nytimes.com/gst/abstract.html?res=9C0CEFDE1331E632A25752C0A9609C946990D6CF,"CHICAGO, May 31--Strengthening efforts to clean up the Great Lakes, the Environmental Protection Agency announced today a new agreement with Canada that would tighten pollution control guidelines and bring the entire Great Lakes Basin under surveillance."
"{u'main': u""DEFENDS CANADA ON PAPER CHARGES; Tinker Denies Case's Charge That Dominion 'Failed Best Customer in Emergency'""}","Recent censure of Canada by Representative Case of South Dakota, for lack of cooperation in the current shortage of paper and paper products and ""for failing its best customer in an emergency,"" was based on faulty or inadequate information, E.W. T...",https://query.nytimes.com/gst/abstract.html?res=9B02EED9163BEE3BBC4F52DFB566838E659EDE,"Recent censure of Canada by Representative Case of South Dakota, for lack of cooperation in the current shortage of paper and paper products and ""for failing its best customer in an emergency,"" was based on faulty or inadequate information, E.W. Tinker, executive secretary of the American Paper and Pulp Association, yesterday wrote the Representative."
"{u'main': u'Canada PM Picks Political Veteran Dion to Repair Frayed Ties Abroad', u'print_headline': u'Canada PM Picks Political Veteran Dion to Repair Frayed Ties Abroad'}","Stephane Dion, named Canada's new Liberal foreign minister on Wednesday, is a former party leader and political heavyweight tasked with repairing foreign ties that frayed under the outgoing Conservatives....",https://www.nytimes.com/reuters/2015/11/04/world/asia/04reuters-canada-politics-dion.html,"Stephane Dion, named Canada's new Liberal foreign minister on Wednesday, is a former party leader and political heavyweight tasked with repairing foreign ties that frayed under the outgoing Conservatives."
"{u'main': u'Phasing Out Coal Power in Canada?', u'kicker': u'Green'}","In an interview Wednesday, Canada's environment minister, Jim Prentice, outlined his vision for cap-and-trade, and the eventual elimination of coal-fired power....",https://green.blogs.nytimes.com/2009/04/29/phasing-out-coal-power-in-canada/,Canada's plans for greenhouse gas emission controls are a bit of a mystery at the moment.
{u'main': u'Americans May Need Passports To Enter From Canada or Mexico'},The guidelines were proposed Tuesday in the latest effort to deter terrorists from entering the country....,https://www.nytimes.com/2005/04/06/national/06passport.html,"Travelers headed into the United States from Canada, Mexico or Bermuda will have to show a passport under new rules that will be phased in by January 2008 as part of an effort to increase security at the nation's borders, officials said Tuesday. The lack of a requirement that United States citizens, or Mexicans and Canadians in many cases, display passports at land borders, airports or seaports, since Sept. 11 has been considered a major flaw in the effort to secure the borders."
"{u'main': u'Canada, Safeguarding Its Wildlife, Curbs Hunt for Minerals in Yukon'}","OTTAWA, July 6--To protect roving caribou herds and other wildlife, the Canadian Government today prohibited further exploration for oil, gas and other resources in a 15,000-square-mile wilderness area making up approximately the northern third of...",https://query.nytimes.com/gst/abstract.html?res=9B01E6DA1E31E632A25754C0A9619C946990D6CF,"OTTAWA, July 6--To protect roving caribou herds and other wildlife, the Canadian Government today prohibited further exploration for oil, gas and other resources in a 15,000-square-mile wilderness area making up approximately the northern third of the Yukon Territory."
{u'main': u'Justin Trudeau\u2019s Message to U.N.: \u2018We\u2019re Canada and We\u2019re Here to Help\u2019'},"In his first address to the General Assembly, Mr. Trudeau pledged to work with other countries on migrants, the environment and economic disparity....",https://www.nytimes.com/2016/09/21/world/canada/justin-trudeau-canada-unga-2016-united-nations.html,"In his first address to the General Assembly, Mr. Trudeau pledged to work with other countries on migrants, the environment and economic disparity."
"{u'main': u'Alaska Senator Urges Kerry to Help Make Canada Mines Safe', u'print_headline': u'Alaska Senator Urges Kerry to Help Make Canada Mines Safe'}",A U.S. senator from Alaska concerned about salmon fishing and tourism urged the State Department in a letter released on Monday to help ensure that Canadian metal mines are safe after a major spill of waste into waterways near the Alaska border....,https://www.nytimes.com/reuters/2014/08/11/us/politics/11reuters-canada-mining-murkowski.html,A U.S. senator from Alaska concerned about salmon fishing and tourism urged the State Department in a letter released on Monday to help ensure that Canadian metal mines are safe after a major spill of waste into waterways near the Alaska border.  
{u'main': u'Frontier Canada; THE MUD LARK. By Arthur Stringer. 331 pp. Idianapolis: The Bobbs-Merrill Company. $2.'},"A DELIBERATELY realistic style which falls to make the book convincing is the chief characteristic of Mr. Stringer's new novel. One need only recount the plot of ""The Mud Lark"" to reveal the heavy odds against the author and the necessity for care...",https://query.nytimes.com/gst/abstract.html?res=9A00E2D71439E033A25754C0A9649C946394D6CF,"A DELIBERATELY realistic style which falls to make the book convincing is the chief characteristic of Mr. Stringer's new novel. One need only recount the plot of ""The Mud Lark"" to reveal the heavy odds against the author and the necessity for careful handling of material."
"{u'main': u""With Canada PM Job Now in Reach,' Angry Tom' Reins in Temper"", u'print_headline': u""With Canada PM Job Now in Reach,' Angry Tom' Reins in Temper""}","The left-wing leader in striking distance of toppling Canada's Conservative prime minister was once known as ""Angry Tom,"" but Thomas Mulcair has been turning on the charm to convince voters he is ready to run the country....",https://www.nytimes.com/reuters/2015/06/30/world/americas/30reuters-canada-politics-mulcair.html,"The left-wing leader in striking distance of toppling Canada's Conservative prime minister was once known as ""Angry Tom,"" but Thomas Mulcair has been turning on the charm to convince voters he is ready to run the country."
"{u'seo': u'Canada&#8217;s Oil Minister, Unmuzzled', u'main': u'Canada\u2019s Oil Minister, Unmuzzled', u'kicker': u'Op-Ed Columnist', u'print_headline': u'Canada\u2019s Oil Minister, Unmuzzled', u'content_kicker': u'Joe Nocera'}","On a visit to New York and Washington, Joe Oliver has a few things to say to opponents of the Keystone XL oil pipeline....",https://www.nytimes.com/2013/04/25/opinion/nocera-canadas-oil-minister-unmuzzled.html,"On a visit to New York and Washington, Joe Oliver has a few things to say to opponents of the Keystone XL oil pipeline."
